date,Country/Territory/Area,Total confirmed cases,Total deaths,Transmission classification,Days since last reported case,Total cases with travel history to China,Total cases with possible or confirmed transmission outside of China,Likely place of exposure: China,Likely place of exposure: Outside reporting country and outside China,Likely place of exposure: In reporting country,Total cases with site of transmission under investigation
2020/03/18,Philippines,217,17,Local transmission,0,,,,,,
2020/03/18,Viet Nam,85,0,Local transmission,0,,,,,,
2020/03/18,Brunei Darussalam,73,0,Local transmission,0,,,,,,
2020/03/18,Cambodia,47,0,Local transmission,0,,,,,,
2020/03/18,New Zealand,39,0,Local transmission,0,,,,,,
2020/03/18,Mongolia,6,0,Imported cases only,0,,,,,,
2020/03/18,Fiji,1,0,Imported cases only,0,,,,,,
2020/03/18,Guam,12,0,Local transmission,0,,,,,,
2020/03/18,French Polynesia,11,0,Imported cases only,0,,,,,,
2020/03/18,New Caledonia,2,0,Imported cases only,0,,,,,,
2020/03/18,Italy,41035,3407,Local transmission,0,,,,,,
2020/03/18,Spain,17147,767,Local transmission,0,,,,,,
2020/03/18,Germany,10999,20,Local transmission,0,,,,,,
2020/03/18,France,10877,372,Local transmission,0,,,,,,
2020/03/18,Switzerland,3863,33,Local transmission,0,,,,,,
2020/03/18,The United Kingdom,3277,144,Local transmission,0,,,,,,
2020/03/18,Netherlands,2460,76,Local transmission,0,,,,,,
2020/03/18,Austria,1843,5,Local transmission,0,,,,,,
2020/03/18,Belgium,1795,14,Local transmission,0,,,,,,
2020/03/18,Norway,1552,6,Local transmission,0,,,,,,
2020/03/18,Sweden,1423,3,Local transmission,0,,,,,,
2020/03/18,Denmark,1132,6,Local transmission,0,,,,,,
2020/03/18,Portugal,785,3,Local transmission,0,,,,,,
2020/03/18,Czechia,694,0,Local transmission,0,,,,,,
2020/03/18,Ireland,557,3,Local transmission,0,,,,,,
2020/03/18,Israel,529,0,Local transmission,0,,,,,,
2020/03/18,Greece,418,5,Local transmission,1,,,,,,
2020/03/18,Finland,369,0,Local transmission,0,,,,,,
2020/03/18,Luxembourg,345,4,Local transmission,0,,,,,,
2020/03/18,Iceland,330,0,Local transmission,0,,,,,,
2020/03/18,Poland,325,5,Local transmission,0,,,,,,
2020/03/18,Slovenia,319,1,Local transmission,0,,,,,,
2020/03/18,Estonia,267,0,Local transmission,0,,,,,,
2020/03/18,Romania,260,0,Local transmission,0,,,,,,
2020/03/18,Russian Federation,199,0,Imported cases only,0,,,,,,
2020/03/18,Turkey,191,2,Local transmission,1,,,,,,
2020/03/18,San Marino,126,14,Local transmission,0,,,,,,
2020/03/18,Serbia,123,0,Local transmission,0,,,,,,
2020/03/18,Slovakia,123,0,Local transmission,0,,,,,,
2020/03/18,Armenia,122,0,Local transmission,0,,,,,,
2020/03/18,Bulgaria,94,3,Local transmission,0,,,,,,
2020/03/18,Latvia,86,0,Imported cases only,0,,,,,,
2020/03/18,Croatia,81,0,Local transmission,1,,,,,,
2020/03/18,Hungary,73,1,Local transmission,0,,,,,,
2020/03/18,Albania,70,2,Local transmission,0,,,,,,
2020/03/18,Cyprus,58,0,Local transmission,1,,,,,,
2020/03/18,Malta,53,0,Imported cases only,0,,,,,,
2020/03/18,Republic of Moldova,49,0,Local transmission,0,,,,,,
2020/03/18,North Macedonia,48,0,Local transmission,0,,,,,,
2020/03/18,Belarus,46,0,Local transmission,1,,,,,,
2020/03/18,Kazakhstan,46,0,Imported cases only,0,,,,,,
2020/03/18,Bosnia and Herzegovina,44,0,Local transmission,0,,,,,,
2020/03/18,Georgia,38,0,Imported cases only,0,,,,,,
2020/03/18,Lithuania,36,0,Imported cases only,0,,,,,,
2020/03/18,Azerbaijan,34,1,Imported cases only,1,,,,,,
2020/03/18,Liechtenstein,25,0,Imported cases only,1,,,,,,
2020/03/18,Uzbekistan,21,0,Local transmission,0,,,,,,
2020/03/18,Ukraine,16,2,Local transmission,1,,,,,,
2020/03/18,Montenegro,10,0,Imported cases only,0,,,,,,
2020/03/18,Monaco,9,0,Under investigation,3,,,,,,
2020/03/18,Kyrgyzstan,3,0,Under investigation,1,,,,,,
2020/03/18,Holy See,1,0,Under investigation,13,,,,,,
2020/03/18,Andorra,75,0,Imported cases only,0,,,,,,
2020/03/18,Faroe Islands,72,0,Imported cases only,0,,,,,,
2020/03/18,Gibraltar,10,0,Under investigation,0,,,,,,
2020/03/18,Jersey,5,0,Imported cases only,2,,,,,,
2020/03/18,Greenland,2,0,Under investigation,1,,,,,,
2020/03/18,Guernsey,1,0,Imported cases only,10,,,,,,
2020/03/18,Thailand,322,1,Local transmission,0,,,,,,
2020/03/18,Indonesia,309,25,Local transmission,0,,,,,,
2020/03/18,India,195,4,Local transmission,0,,,,,,
2020/03/18,Sri Lanka,59,0,Local transmission,0,,,,,,
2020/03/18,Bangladesh,17,1,Local transmission,0,,,,,,
2020/03/18,Maldives,13,0,Local transmission,4,,,,,,
2020/03/18,Bhutan,2,0,Imported cases only,0,,,,,,
2020/03/18,Nepal,1,0,Imported cases only,56,,,,,,
2020/03/18,Iran (Islamic Republic of),18407,1284,Local transmission,0,,,,,,
2020/03/18,Qatar,452,0,Local transmission,0,,,,,,
2020/03/18,Pakistan,302,2,Imported cases only,0,,,,,,
2020/03/18,Bahrain,269,1,Local transmission,0,,,,,,
2020/03/18,Saudi Arabia,238,0,Local transmission,1,,,,,,
2020/03/18,Egypt,210,6,Local transmission,0,,,,,,
2020/03/18,Iraq,177,12,Local transmission,0,,,,,,
2020/03/18,Lebanon,149,4,Local transmission,0,,,,,,
2020/03/18,Kuwait,148,0,Local transmission,0,,,,,,
2020/03/18,United Arab Emirates,140,0,Local transmission,0,,,,,,
2020/03/18,Morocco,61,2,Local transmission,0,,,,,,
2020/03/18,Jordan,56,0,Imported cases only,0,,,,,,
2020/03/18,Oman,39,0,Imported cases only,0,,,,,,
2020/03/18,Tunisia,39,0,Local transmission,0,,,,,,
2020/03/18,Afghanistan,22,0,Imported cases only,2,,,,,,
2020/03/18,Djibouti,1,0,Under investigation,1,,,,,,
2020/03/18,Somalia,1,0,Imported cases only,3,,,,,,
2020/03/18,Sudan,1,1,Imported cases only,5,,,,,,
2020/03/18,occupied Palestinian territory,47,0,Local transmission,0,,,,,,
2020/03/18,United States of America,10442,150,Local transmission,0,,,,,,
2020/03/18,Canada,736,9,Local transmission,0,,,,,,
2020/03/18,Brazil,428,4,Local transmission,0,,,,,,
2020/03/18,Chile,342,0,Local transmission,0,,,,,,
2020/03/18,Peru,234,0,Local transmission,0,,,,,,
2020/03/18,Ecuador,199,3,Local transmission,0,,,,,,
2020/03/18,Mexico,118,1,Imported cases only,0,,,,,,
2020/03/18,Panama,109,1,Local transmission,0,,,,,,
2020/03/18,Colombia,108,0,Local transmission,0,,,,,,
2020/03/18,Argentina,97,2,Local transmission,1,,,,,,
2020/03/18,Costa Rica,87,1,Local transmission,0,,,,,,
2020/03/18,Uruguay,79,0,Imported cases only,0,,,,,,
2020/03/18,Venezuela (Bolivarian Republic of),36,0,Imported cases only,1,,,,,,
2020/03/18,Dominican Republic,34,2,Local transmission,0,,,,,,
2020/03/18,Bolivia (Plurinational State of),15,0,Imported cases only,0,,,,,,
2020/03/18,Jamaica,15,1,Local transmission,0,,,,,,
2020/03/18,Honduras,12,0,Imported cases only,0,,,,,,
2020/03/18,Cuba,11,1,Local transmission,0,,,,,,
2020/03/18,Paraguay,11,0,Local transmission,1,,,,,,
2020/03/18,Guatemala,9,1,Imported cases only,0,,,,,,
2020/03/18,Trinidad and Tobago,9,0,Imported cases only,0,,,,,,
2020/03/18,Guyana,5,1,Local transmission,1,,,,,,
2020/03/18,Bahamas,3,0,Local transmission,1,,,,,,
2020/03/18,Barbados,2,0,Imported cases only,1,,,,,,
2020/03/18,Bermuda,2,0,Imported cases only,1,,,,,,
2020/03/18,Saint Lucia,2,0,Imported cases only,4,,,,,,
2020/03/18,Antigua and Barbuda,1,0,Imported cases only,6,,,,,,
2020/03/18,El Salvador,1,0,Imported cases only,0,,,,,,
2020/03/18,Montserrat,1,0,Imported cases only,1,,,,,,
2020/03/18,Nicaragua,1,0,Under investigation,0,,,,,,
2020/03/18,Suriname,1,0,Imported cases only,4,,,,,,
2020/03/18,Guadeloupe,45,0,Imported cases only,0,,,,,,
2020/03/18,Martinique,32,0,Imported cases only,0,,,,,,
2020/03/18,French Guiana,15,0,Local transmission,0,,,,,,
2020/03/18,Puerto Rico,6,0,Imported cases only,0,,,,,,
2020/03/18,Aruba,5,0,Imported cases only,0,,,,,,
2020/03/18,Saint Martin,4,0,Under investigation,1,,,,,,
2020/03/18,Cayman Islands,3,1,Imported cases only,0,,,,,,
2020/03/18,Curaçao,3,0,Imported cases only,2,,,,,,
2020/03/18,Saint Barthélemy,3,0,Under investigation,4,,,,,,
2020/03/18,United States Virgin Islands,3,0,Imported cases only,1,,,,,,
2020/03/18,Sint Maarten,1,0,Imported cases only,1,,,,,,
2020/03/18,South Africa,150,0,Local transmission,0,,,,,,
2020/03/18,Algeria,82,7,Local transmission,0,,,,,,
2020/03/18,Burkina Faso,40,1,Imported cases only,0,,,,,,
2020/03/18,Senegal,38,0,Local transmission,0,,,,,,
2020/03/18,Cameroon,15,0,Local transmission,0,,,,,,
2020/03/18,Democratic Republic of the Congo,14,0,Local transmission,0,,,,,,
2020/03/18,Nigeria,12,0,Imported cases only,0,,,,,,
2020/03/18,Ghana,11,0,Local transmission,0,,,,,,
2020/03/18,Rwanda,11,0,Local transmission,1,,,,,,
2020/03/18,Cote d’Ivoire,9,0,Imported cases only,1,,,,,,
2020/03/18,Ethiopia,9,0,Imported cases only,0,,,,,,
2020/03/18,Togo,9,0,Imported cases only,0,,,,,,
2020/03/18,Kenya,7,0,Local transmission,1,,,,,,
2020/03/18,Mauritius,7,0,Under investigation,0,,,,,,
2020/03/18,Seychelles,6,0,Imported cases only,1,,,,,,
2020/03/18,United Republic of Tanzania,6,0,Imported cases only,0,,,,,,
2020/03/18,Equatorial Guinea,4,0,Imported cases only,0,,,,,,
2020/03/18,Congo,3,0,Imported cases only,1,,,,,,
2020/03/18,Gabon,3,0,Imported cases only,1,,,,,,
2020/03/18,Namibia,3,0,Imported cases only,0,,,,,,
2020/03/18,Benin,2,0,Imported cases only,0,,,,,,
2020/03/18,Guinea,2,0,Imported cases only,0,,,,,,
2020/03/18,Liberia,2,0,Local transmission,1,,,,,,
2020/03/18,Mauritania,2,0,Imported cases only,1,,,,,,
2020/03/18,Zambia,2,0,Imported cases only,1,,,,,,
2020/03/18,Central African Republic,1,0,Imported cases only,5,,,,,,
2020/03/18,Chad,1,0,Imported cases only,0,,,,,,
2020/03/18,Eswatini,1,0,Imported cases only,5,,,,,,
2020/03/18,Gambia,1,0,Imported cases only,1,,,,,,
2020/03/18,Niger,1,0,Imported cases only,0,,,,,,
2020/03/18,Réunion,15,0,Imported cases only,0,,,,,,
2020/03/18,Mayotte,4,0,Imported cases only,0,,,,,,
2020/03/18,International conveyance (Diamond Princess),712,7,Local transmission,4,,,,,,
2020/03/19,Republic of Korea,8413,84,Local transmission,0,,,,,,
2020/03/19,Japan,873,29,Local transmission,0,,,,,,
2020/03/19,Malaysia,673,2,Local transmission,0,,,,,,
2020/03/19,Australia,510,6,Local transmission,0,,,,,,
2020/03/19,Singapore,313,0,Local transmission,0,,,,,,
2020/03/19,Philippines,187,14,Local transmission,1,,,,,,
2020/03/19,Viet Nam,66,0,Local transmission,0,,,,,,
2020/03/19,Brunei Darussalam,56,0,Local transmission,0,,,,,,
2020/03/19,Cambodia,35,0,Local transmission,0,,,,,,
2020/03/19,New Zealand,20,0,Local transmission,0,,,,,,
2020/03/19,Mongolia,5,0,Imported cases only,0,,,,,,
2020/03/19,Guam,5,0,Local transmission,0,,,,,,
2020/03/19,French Polynesia,3,0,Imported cases only,3,,,,,,
2020/03/19,Italy,35713,2978,Local transmission,0,,,,,,
2020/03/19,Spain,13716,598,Local transmission,0,,,,,,
2020/03/19,France,9043,244,Local transmission,1,,,,,,
2020/03/19,Germany,8198,13,Local transmission,0,,,,,,
2020/03/19,Switzerland,3010,21,Local transmission,0,,,,,,
2020/03/19,The United Kingdom,2630,103,Local transmission,0,,,,,,
2020/03/19,Netherlands,2051,58,Local transmission,1,,,,,,
2020/03/19,Austria,1646,4,Local transmission,0,,,,,,
2020/03/19,Belgium,1486,14,Local transmission,1,,,,,,
2020/03/19,Norway,1423,3,Local transmission,0,,,,,,
2020/03/19,Sweden,1279,3,Local transmission,0,,,,,,
2020/03/19,Denmark,1044,4,Local transmission,0,,,,,,
2020/03/19,Portugal,642,2,Local transmission,0,,,,,,
2020/03/19,Czechia,522,0,Local transmission,0,,,,,,
2020/03/19,Israel,427,0,Local transmission,2,,,,,,
2020/03/19,Greece,418,5,Local transmission,1,,,,,,
2020/03/19,Finland,359,0,Local transmission,0,,,,,,
2020/03/19,Ireland,292,2,Local transmission,1,,,,,,
2020/03/19,Poland,287,5,Local transmission,1,,,,,,
2020/03/19,Slovenia,286,1,Local transmission,1,,,,,,
2020/03/19,Estonia,258,0,Local transmission,0,,,,,,
2020/03/19,Iceland,250,0,Local transmission,0,,,,,,
2020/03/19,Romania,246,0,Local transmission,0,,,,,,
2020/03/19,Luxembourg,210,2,Local transmission,0,,,,,,
2020/03/19,Turkey,191,2,Local transmission,0,,,,,,
2020/03/19,Russian Federation,147,0,Imported cases only,0,,,,,,
2020/03/19,San Marino,109,14,Local transmission,0,,,,,,
2020/03/19,Slovakia,105,0,Local transmission,0,,,,,,
2020/03/19,Serbia,96,0,Local transmission,0,,,,,,
2020/03/19,Bulgaria,92,2,Local transmission,0,,,,,,
2020/03/19,Armenia,84,0,Local transmission,0,,,,,,
2020/03/19,Croatia,81,0,Local transmission,0,,,,,,
2020/03/19,Latvia,71,0,Imported cases only,0,,,,,,
2020/03/19,Albania,59,2,Local transmission,0,,,,,,
2020/03/19,Cyprus,58,0,Local transmission,0,,,,,,
2020/03/19,Hungary,58,1,Local transmission,0,,,,,,
2020/03/19,Malta,48,0,Imported cases only,0,,,,,,
2020/03/19,Belarus,46,0,Local transmission,0,,,,,,
2020/03/19,Georgia,38,0,Imported cases only,0,,,,,,
2020/03/19,Bosnia and Herzegovina,36,0,Local transmission,0,,,,,,
2020/03/19,Kazakhstan,36,0,Imported cases only,0,,,,,,
2020/03/19,North Macedonia,36,0,Local transmission,0,,,,,,
2020/03/19,Republic of Moldova,36,0,Local transmission,1,,,,,,
2020/03/19,Azerbaijan,34,1,Imported cases only,0,,,,,,
2020/03/19,Lithuania,26,0,Imported cases only,0,,,,,,
2020/03/19,Liechtenstein,25,0,Imported cases only,0,,,,,,
2020/03/19,Ukraine,16,2,Local transmission,0,,,,,,
2020/03/19,Uzbekistan,16,0,Imported cases only,1,,,,,,
2020/03/19,Monaco,9,0,Under investigation,2,,,,,,
2020/03/19,Kyrgyzstan,3,0,Under investigation,0,,,,,,
2020/03/19,Montenegro,2,0,Imported cases only,1,,,,,,
2020/03/19,Holy See,1,0,Under investigation,12,,,,,,
2020/03/19,Faroe Islands,58,0,Imported cases only,0,,,,,,
2020/03/19,Andorra,39,0,Imported cases only,0,,,,,,
2020/03/19,Gibraltar,8,0,Under investigation,0,,,,,,
2020/03/19,Jersey,5,0,Imported cases only,1,,,,,,
2020/03/19,Greenland,2,0,Under investigation,1,,,,,,
2020/03/19,Guernsey,1,0,Imported cases only,9,,,,,,
2020/03/19,Indonesia,227,19,Local transmission,0,,,,,,
2020/03/19,Thailand,212,1,Local transmission,0,,,,,,
2020/03/19,India,151,3,Local transmission,0,,,,,,
2020/03/19,Sri Lanka,42,0,Local transmission,0,,,,,,
2020/03/19,Maldives,13,0,Local transmission,3,,,,,,
2020/03/19,Bangladesh,10,0,Local transmission,0,,,,,,
2020/03/19,Bhutan,1,0,Imported cases only,12,,,,,,
2020/03/19,Nepal,1,0,Imported cases only,55,,,,,,
2020/03/19,Iran (Islamic Republic of),17361,1135,Local transmission,0,,,,,,
2020/03/19,Qatar,442,0,Local transmission,1,,,,,,
2020/03/19,Bahrain,256,1,Local transmission,0,,,,,,
2020/03/19,Pakistan,241,0,Imported cases only,0,,,,,,
2020/03/19,Saudi Arabia,238,0,Local transmission,0,,,,,,
2020/03/19,Egypt,196,6,Local transmission,0,,,,,,
2020/03/19,Iraq,164,12,Local transmission,1,,,,,,
2020/03/19,Kuwait,142,0,Local transmission,0,,,,,,
2020/03/19,Lebanon,133,4,Local transmission,0,,,,,,
2020/03/19,United Arab Emirates,113,0,Local transmission,0,,,,,,
2020/03/19,Jordan,52,0,Imported cases only,0,,,,,,
2020/03/19,Morocco,49,2,Local transmission,0,,,,,,
2020/03/19,Oman,33,0,Imported cases only,0,,,,,,
2020/03/19,Tunisia,29,0,Local transmission,0,,,,,,
2020/03/19,Afghanistan,22,0,Imported cases only,1,,,,,,
2020/03/19,Djibouti,1,0,Under investigation,0,,,,,,
2020/03/19,Somalia,1,0,Imported cases only,2,,,,,,
2020/03/19,Sudan,1,1,Imported cases only,4,,,,,,
2020/03/19,occupied Palestinian territory,44,0,Local transmission,0,,,,,,
2020/03/19,United States of America,7087,100,Local transmission,0,,,,,,
2020/03/19,Canada,569,8,Local transmission,0,,,,,,
2020/03/19,Brazil,291,1,Local transmission,0,,,,,,
2020/03/19,Chile,238,0,Local transmission,0,,,,,,
2020/03/19,Ecuador,155,2,Local transmission,0,,,,,,
2020/03/19,Peru,145,0,Local transmission,0,,,,,,
2020/03/19,Colombia,93,0,Local transmission,0,,,,,,
2020/03/19,Mexico,93,0,Imported cases only,0,,,,,,
2020/03/19,Panama,86,1,Local transmission,0,,,,,,
2020/03/19,Argentina,79,2,Local transmission,0,,,,,,
2020/03/19,Costa Rica,50,0,Local transmission,0,,,,,,
2020/03/19,Venezuela (Bolivarian Republic of),36,0,Imported cases only,0,,,,,,
2020/03/19,Uruguay,29,0,Imported cases only,0,,,,,,
2020/03/19,Dominican Republic,21,1,Local transmission,1,,,,,,
2020/03/19,Jamaica,13,0,Local transmission,0,,,,,,
2020/03/19,Bolivia (Plurinational State of),12,0,Imported cases only,0,,,,,,
2020/03/19,Paraguay,11,0,Local transmission,0,,,,,,
2020/03/19,Cuba,10,1,Local transmission,0,,,,,,
2020/03/19,Honduras,9,0,Imported cases only,0,,,,,,
2020/03/19,Trinidad and Tobago,7,0,Imported cases only,0,,,,,,
2020/03/19,Guatemala,6,1,Imported cases only,1,,,,,,
2020/03/19,Guyana,4,1,Local transmission,0,,,,,,
2020/03/19,Bahamas,3,0,Local transmission,0,,,,,,
2020/03/19,Barbados,2,0,Imported cases only,0,,,,,,
2020/03/19,Saint Lucia,2,0,Imported cases only,3,,,,,,
2020/03/19,Antigua and Barbuda,1,0,Imported cases only,5,,,,,,
2020/03/19,Montserrat,1,0,Imported cases only,0,,,,,,
2020/03/19,Saint Vincent and the Grenadines,1,0,Imported cases only,5,,,,,,
2020/03/19,Suriname,1,0,Imported cases only,3,,,,,,
2020/03/19,Guadeloupe,33,0,Imported cases only,0,,,,,,
2020/03/19,Martinique,23,0,Imported cases only,0,,,,,,
2020/03/19,French Guiana,11,0,Imported cases only,0,,,,,,
2020/03/19,Puerto Rico,5,0,Imported cases only,0,,,,,,
2020/03/19,Aruba,4,0,Imported cases only,0,,,,,,
2020/03/19,Saint Martin,4,0,Under investigation,0,,,,,,
2020/03/19,Curaçao,3,0,Imported cases only,1,,,,,,
2020/03/19,Saint Barthélemy,3,0,Under investigation,3,,,,,,
2020/03/19,United States Virgin Islands,2,0,Imported cases only,1,,,,,,
2020/03/19,Cayman Islands,1,1,Imported cases only,5,,,,,,
2020/03/19,South Africa,116,0,Local transmission,0,,,,,,
2020/03/19,Algeria,72,6,Local transmission,0,,,,,,
2020/03/19,Senegal,36,0,Local transmission,0,,,,,,
2020/03/19,Burkina Faso,26,1,Imported cases only,0,,,,,,
2020/03/19,Rwanda,11,0,Local transmission,0,,,,,,
2020/03/19,Cameroon,10,0,Local transmission,0,,,,,,
2020/03/19,Cote d’Ivoire,9,0,Imported cases only,0,,,,,,
2020/03/19,Ghana,9,0,Imported cases only,0,,,,,,
2020/03/19,Nigeria,8,0,Imported cases only,0,,,,,,
2020/03/19,Democratic Republic of the Congo,7,0,Local transmission,0,,,,,,
2020/03/19,Kenya,7,0,Local transmission,0,,,,,,
2020/03/19,Ethiopia,6,0,Imported cases only,0,,,,,,
2020/03/19,Seychelles,6,0,Imported cases only,0,,,,,,
2020/03/19,Congo,3,0,Imported cases only,0,,,,,,
2020/03/19,Equatorial Guinea,3,0,Imported cases only,0,,,,,,
2020/03/19,Gabon,3,0,Imported cases only,0,,,,,,
2020/03/19,Mauritius,3,0,Under investigation,0,,,,,,
2020/03/19,United Republic of Tanzania,3,0,Imported cases only,0,,,,,,
2020/03/19,Liberia,2,0,Local transmission,0,,,,,,
2020/03/19,Mauritania,2,0,Imported cases only,0,,,,,,
2020/03/19,Namibia,2,0,Imported cases only,4,,,,,,
2020/03/19,Zambia,2,0,Imported cases only,0,,,,,,
2020/03/19,Benin,1,0,Imported cases only,1,,,,,,
2020/03/19,Central African Republic,1,0,Imported cases only,4,,,,,,
2020/03/19,Eswatini,1,0,Imported cases only,4,,,,,,
2020/03/19,Gambia,1,0,Imported cases only,0,,,,,,
2020/03/19,Guinea,1,0,Imported cases only,4,,,,,,
2020/03/19,Togo,1,0,Imported cases only,11,,,,,,
2020/03/19,Réunion,12,0,Imported cases only,0,,,,,,
2020/03/19,Mayotte,3,0,Imported cases only,0,,,,,,
2020/03/19,International conveyance (Diamond Princess),712,7,Local transmission,3,,,,,,
2020/03/20,Republic of Korea,8320,81,Local transmission,0,,,,,,
2020/03/20,Japan,829,28,Local transmission,0,,,,,,
2020/03/20,Malaysia,553,0,Local transmission,1,,,,,,
2020/03/20,Australia,414,5,Local transmission,0,,,,,,
2020/03/20,Singapore,266,0,Local transmission,0,,,,,,
2020/03/20,Philippines,187,12,Local transmission,0,,,,,,
2020/03/20,Viet Nam,61,0,Local transmission,0,,,,,,
2020/03/20,Brunei Darussalam,54,0,Local transmission,0,,,,,,
2020/03/20,Cambodia,24,0,Local transmission,0,,,,,,
2020/03/20,New Zealand,11,0,Local transmission,0,,,,,,
2020/03/20,Mongolia,4,0,Imported cases only,1,,,,,,
2020/03/20,French Polynesia,3,0,Imported cases only,2,,,,,,
2020/03/20,Guam,3,0,Local transmission,0,,,,,,
2020/03/20,Italy,31506,2503,Local transmission,0,,,,,,
2020/03/20,Spain,11178,491,Local transmission,0,,,,,,
2020/03/20,France,7652,175,Local transmission,0,,,,,,
2020/03/20,Germany,7156,13,Local transmission,0,,,,,,
2020/03/20,Switzerland,2650,14,Local transmission,0,,,,,,
2020/03/20,The United Kingdom,1954,55,Local transmission,0,,,,,,
2020/03/20,Netherlands,1705,43,Local transmission,0,,,,,,
2020/03/20,Belgium,1486,14,Local transmission,0,,,,,,
2020/03/20,Austria,1332,3,Local transmission,0,,,,,,
2020/03/20,Norway,1308,3,Local transmission,0,,,,,,
2020/03/20,Sweden,1167,3,Local transmission,0,,,,,,
2020/03/20,Denmark,977,4,Local transmission,0,,,,,,
2020/03/20,Portugal,448,1,Local transmission,0,,,,,,
2020/03/20,Czechia,434,0,Local transmission,0,,,,,,
2020/03/20,Greece,387,4,Local transmission,0,,,,,,
2020/03/20,Finland,319,0,Local transmission,0,,,,,,
2020/03/20,Israel,304,0,Local transmission,1,,,,,,
2020/03/20,Ireland,292,2,Local transmission,0,,,,,,
2020/03/20,Slovenia,275,1,Local transmission,0,,,,,,
2020/03/20,Poland,246,5,Local transmission,0,,,,,,
2020/03/20,Estonia,225,0,Local transmission,0,,,,,,
2020/03/20,Iceland,225,0,Local transmission,0,,,,,,
2020/03/20,Romania,184,0,Local transmission,0,,,,,,
2020/03/20,Luxembourg,140,1,Local transmission,0,,,,,,
2020/03/20,San Marino,104,11,Local transmission,0,,,,,,
2020/03/20,Slovakia,97,0,Local transmission,0,,,,,,
2020/03/20,Russian Federation,93,0,Imported cases only,1,,,,,,
2020/03/20,Bulgaria,81,2,Local transmission,0,,,,,,
2020/03/20,Serbia,85,0,Local transmission,0,,,,,,
2020/03/20,Croatia,65,0,Local transmission,0,,,,,,
2020/03/20,Latvia,60,0,Imported cases only,0,,,,,,
2020/03/20,Albania,55,1,Local transmission,0,,,,,,
2020/03/20,Armenia,52,0,Local transmission,1,,,,,,
2020/03/20,Hungary,50,1,Local transmission,0,,,,,,
2020/03/20,Turkey,47,0,Imported cases only,1,,,,,,
2020/03/20,Malta,38,0,Imported cases only,0,,,,,,
2020/03/20,Belarus,36,0,Local transmission,1,,,,,,
2020/03/20,Georgia,34,0,Imported cases only,0,,,,,,
2020/03/20,Cyprus,33,0,Imported cases only,1,,,,,,
2020/03/20,Kazakhstan,33,0,Imported cases only,0,,,,,,
2020/03/20,North Macedonia,31,0,Local transmission,0,,,,,,
2020/03/20,Republic of Moldova,30,0,Local transmission,0,,,,,,
2020/03/20,Lithuania,25,0,Imported cases only,0,,,,,,
2020/03/20,Azerbaijan,21,0,Imported cases only,2,,,,,,
2020/03/20,Bosnia and Herzegovina,19,0,Local transmission,2,,,,,,
2020/03/20,Andorra,16,0,Imported cases only,0,,,,,,
2020/03/20,Uzbekistan,16,0,Imported cases only,0,,,,,,
2020/03/20,Ukraine,14,2,Local transmission,0,,,,,,
2020/03/20,Monaco,9,0,Under investigation,1,,,,,,
2020/03/20,Liechtenstein,7,0,Imported cases only,1,,,,,,
2020/03/20,Montenegro,2,0,Imported cases only,0,,,,,,
2020/03/20,Holy See,1,0,Under investigation,11,,,,,,
2020/03/20,Faroe Islands,47,0,Imported cases only,0,,,,,,
2020/03/20,Jersey,5,0,Imported cases only,0,,,,,,
2020/03/20,Gibraltar,3,0,Under investigation,1,,,,,,
2020/03/20,Guernsey,1,0,Imported cases only,8,,,,,,
2020/03/20,Thailand,177,1,Local transmission,0,,,,,,
2020/03/20,Indonesia,172,5,Local transmission,1,,,,,,
2020/03/20,India,137,3,Local transmission,0,,,,,,
2020/03/20,Sri Lanka,29,0,Local transmission,0,,,,,,
2020/03/20,Maldives,13,0,Local transmission,2,,,,,,
2020/03/20,Bangladesh,8,0,Local transmission,1,,,,,,
2020/03/20,Bhutan,1,0,Imported cases only,11,,,,,,
2020/03/20,Nepal,1,0,Imported cases only,54,,,,,,
2020/03/20,Iran (Islamic Republic of),16169,988,Local transmission,0,,,,,,
2020/03/20,Qatar,442,0,Local transmission,0,,,,,,
2020/03/20,Bahrain,237,1,Local transmission,0,,,,,,
2020/03/20,Pakistan,187,0,Imported cases only,0,,,,,,
2020/03/20,Saudi Arabia,171,0,Local transmission,0,,,,,,
2020/03/20,Egypt,166,4,Local transmission,0,,,,,,
2020/03/20,Iraq,154,11,Local transmission,0,,,,,,
2020/03/20,Kuwait,130,0,Local transmission,0,,,,,,
2020/03/20,Lebanon,120,3,Local transmission,0,,,,,,
2020/03/20,United Arab Emirates,98,0,Local transmission,2,,,,,,
2020/03/20,Morocco,38,2,Local transmission,0,,,,,,
2020/03/20,Jordan,35,0,Imported cases only,0,,,,,,
2020/03/20,Oman,24,0,Imported cases only,0,,,,,,
2020/03/20,Tunisia,24,0,Local transmission,0,,,,,,
2020/03/20,Afghanistan,22,0,Imported cases only,0,,,,,,
2020/03/20,Somalia,1,0,Imported cases only,1,,,,,,
2020/03/20,Sudan,1,1,Imported cases only,3,,,,,,
2020/03/20,occupied Palestinian territory,41,0,Local transmission,0,,,,,,
2020/03/20,United States of America,3536,58,Local transmission,0,,,,,,
2020/03/20,Canada,424,1,Local transmission,0,,,,,,
2020/03/20,Brazil,234,0,Local transmission,0,,,,,,
2020/03/20,Chile,156,0,Local transmission,0,,,,,,
2020/03/20,Peru,86,0,Local transmission,0,,,,,,
